,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
10,164240,Thiago Silva,30,https://cdn.sofifa.org/sm/16/players/164240.png,Brazil,https://cdn.sofifa.org/flags/54.png,88,88,Paris Saint-Germain,https://cdn.sofifa.org/xs/16/teams/73.png,€38M,€200K,2144
11,153079,S. Agüero,27,https://cdn.sofifa.org/sm/16/players/153079.png,Argentina,https://cdn.sofifa.org/flags/52.png,88,88,Manchester City,https://cdn.sofifa.org/xs/16/teams/10.png,€55M,€240K,2069
12,41,Iniesta,31,https://cdn.sofifa.org/sm/16/players/41.png,Spain,https://cdn.sofifa.org/flags/45.png,88,88,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€43M,€220K,2104
13,198710,J. Rodríguez,23,https://cdn.sofifa.org/sm/16/players/198710.png,Colombia,https://cdn.sofifa.org/flags/56.png,87,91,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€59.5M,€210K,2155
14,193080,De Gea,24,https://cdn.sofifa.org/sm/16/players/193080.png,Spain,https://cdn.sofifa.org/flags/45.png,87,90,Manchester United,https://cdn.sofifa.org/xs/16/teams/11.png,€49M,€180K,1364
15,183907,J. Boateng,26,https://cdn.sofifa.org/sm/16/players/183907.png,Germany,https://cdn.sofifa.org/flags/21.png,87,88,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€43.5M,€220K,1999
16,182521,T. Kroos,25,https://cdn.sofifa.org/sm/16/players/182521.png,Germany,https://cdn.sofifa.org/flags/21.png,87,89,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€53M,€200K,2128
17,177003,L. Modrić,29,https://cdn.sofifa.org/sm/16/players/177003.png,Croatia,https://cdn.sofifa.org/flags/10.png,87,87,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€41.5M,€190K,2231
18,173731,G. Bale,25,https://cdn.sofifa.org/sm/16/players/173731.png,Wales,https://cdn.sofifa.org/flags/50.png,87,88,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€53M,€210K,2259
19,155862,Sergio Ramos,29,https://cdn.sofifa.org/sm/16/players/155862.png,Spain,https://cdn.sofifa.org/flags/45.png,87,87,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€34M,€190K,2147
20,121939,P. Lahm,31,https://cdn.sofifa.org/sm/16/players/121939.png,Germany,https://cdn.sofifa.org/flags/21.png,87,87,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€28.5M,€190K,2159
21,195864,P. Pogba,22,https://cdn.sofifa.org/sm/16/players/195864.png,France,https://cdn.sofifa.org/flags/18.png,86,91,Juventus,https://cdn.sofifa.org/xs/16/teams/45.png,€52M,€180K,2263
22,192985,K. De Bruyne,24,https://cdn.sofifa.org/sm/16/players/192985.png,Belgium,https://cdn.sofifa.org/flags/7.png,86,89,Manchester City,https://cdn.sofifa.org/xs/16/teams/10.png,€49M,€180K,2122
23,192119,T. Courtois,23,https://cdn.sofifa.org/sm/16/players/192119.png,Belgium,https://cdn.sofifa.org/flags/7.png,86,90,Chelsea,https://cdn.sofifa.org/xs/16/teams/5.png,€44M,€180K,1277
24,189596,T. Müller,25,https://cdn.sofifa.org/sm/16/players/189596.png,Germany,https://cdn.sofifa.org/flags/21.png,86,88,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€47.5M,€210K,2125
25,189511,Sergio Busquets,26,https://cdn.sofifa.org/sm/16/players/189511.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€33.5M,€220K,2030
26,188350,M. Reus,26,https://cdn.sofifa.org/sm/16/players/188350.png,Germany,https://cdn.sofifa.org/flags/21.png,86,87,Borussia Dortmund,https://cdn.sofifa.org/xs/16/teams/22.png,€44.5M,€210K,2156
27,184941,A. Sánchez,26,https://cdn.sofifa.org/sm/16/players/184941.png,Chile,https://cdn.sofifa.org/flags/55.png,86,87,Arsenal,https://cdn.sofifa.org/xs/16/teams/1.png,€45.5M,€230K,2140
28,183898,A. Di María,27,https://cdn.sofifa.org/sm/16/players/183898.png,Argentina,https://cdn.sofifa.org/flags/52.png,86,86,Paris Saint-Germain,https://cdn.sofifa.org/xs/16/teams/73.png,€40.5M,€230K,2154
29,182493,D. Godín,29,https://cdn.sofifa.org/sm/16/players/182493.png,Uruguay,https://cdn.sofifa.org/flags/60.png,86,86,Atlético Madrid,https://cdn.sofifa.org/xs/16/teams/240.png,€29.5M,€180K,1927
30,178603,M. Hummels,26,https://cdn.sofifa.org/sm/16/players/178603.png,Germany,https://cdn.sofifa.org/flags/21.png,86,87,Borussia Dortmund,https://cdn.sofifa.org/xs/16/teams/22.png,€37.5M,€220K,2038
31,168542,David Silva,29,https://cdn.sofifa.org/sm/16/players/168542.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,Manchester City,https://cdn.sofifa.org/xs/16/teams/10.png,€36M,€190K,1990
32,167664,G. Higuaín,27,https://cdn.sofifa.org/sm/16/players/167664.png,Argentina,https://cdn.sofifa.org/flags/52.png,86,86,Napoli,https://cdn.sofifa.org/xs/16/teams/48.png,€41M,€190K,1916
33,165153,K. Benzema,27,https://cdn.sofifa.org/sm/16/players/165153.png,France,https://cdn.sofifa.org/flags/18.png,86,86,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€41M,€230K,1959
34,162895,Cesc Fàbregas,28,https://cdn.sofifa.org/sm/16/players/162895.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,Chelsea,https://cdn.sofifa.org/xs/16/teams/5.png,€37.5M,€220K,2139
35,156616,F. Ribéry,32,https://cdn.sofifa.org/sm/16/players/156616.png,France,https://cdn.sofifa.org/flags/18.png,86,86,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€29.5M,€190K,1996
36,138956,G. Chiellini,30,https://cdn.sofifa.org/sm/16/players/138956.png,Italy,https://cdn.sofifa.org/flags/27.png,86,86,Juventus,https://cdn.sofifa.org/xs/16/teams/45.png,€28M,€190K,1819
37,48940,P. Čech,33,https://cdn.sofifa.org/sm/16/players/48940.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,86,86,Arsenal,https://cdn.sofifa.org/xs/16/teams/1.png,€28M,€160K,1190
38,197445,D. Alaba,23,https://cdn.sofifa.org/sm/16/players/197445.png,Austria,https://cdn.sofifa.org/flags/4.png,85,88,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€35.5M,€160K,2289
39,192883,H. Mkhitaryan,26,https://cdn.sofifa.org/sm/16/players/192883.png,Armenia,https://cdn.sofifa.org/flags/3.png,85,86,Borussia Dortmund,https://cdn.sofifa.org/xs/16/teams/22.png,€37.5M,€180K,2174
40,181872,A. Vidal,28,https://cdn.sofifa.org/sm/16/players/181872.png,Chile,https://cdn.sofifa.org/flags/55.png,85,85,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€32M,€190K,2272
41,179844,Diego Costa,26,https://cdn.sofifa.org/sm/16/players/179844.png,Spain,https://cdn.sofifa.org/flags/45.png,85,86,Chelsea,https://cdn.sofifa.org/xs/16/teams/5.png,€39.5M,€200K,1973
42,179813,E. Cavani,28,https://cdn.sofifa.org/sm/16/players/179813.png,Uruguay,https://cdn.sofifa.org/flags/60.png,85,85,Paris Saint-Germain,https://cdn.sofifa.org/xs/16/teams/73.png,€33.5M,€200K,2087
43,168651,I. Rakitić,27,https://cdn.sofifa.org/sm/16/players/168651.png,Croatia,https://cdn.sofifa.org/flags/10.png,85,85,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€33M,€180K,2130
44,168609,Miranda,30,https://cdn.sofifa.org/sm/16/players/168609.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,85,Inter,https://cdn.sofifa.org/xs/16/teams/44.png,€24M,€130K,1892
45,167948,H. Lloris,28,https://cdn.sofifa.org/sm/16/players/167948.png,France,https://cdn.sofifa.org/flags/18.png,85,85,Tottenham Hotspur,https://cdn.sofifa.org/xs/16/teams/18.png,€29M,€160K,1267
46,152729,Piqué,28,https://cdn.sofifa.org/sm/16/players/152729.png,Spain,https://cdn.sofifa.org/flags/45.png,85,85,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€26M,€190K,1964
47,146562,Santi Cazorla,30,https://cdn.sofifa.org/sm/16/players/146562.png,Spain,https://cdn.sofifa.org/flags/45.png,85,85,Arsenal,https://cdn.sofifa.org/xs/16/teams/1.png,€31M,€160K,2140
48,143001,C. Tévez,31,https://cdn.sofifa.org/sm/16/players/143001.png,Argentina,https://cdn.sofifa.org/flags/52.png,85,85,Boca Juniors,https://cdn.sofifa.org/xs/16/teams/1877.png,€29M,€110K,2179
49,139720,V. Kompany,29,https://cdn.sofifa.org/sm/16/players/139720.png,Belgium,https://cdn.sofifa.org/flags/7.png,85,85,Manchester City,https://cdn.sofifa.org/xs/16/teams/10.png,€25M,€170K,1921
50,137186,A. Barzagli,34,https://cdn.sofifa.org/sm/16/players/137186.png,Italy,https://cdn.sofifa.org/flags/27.png,85,85,Juventus,https://cdn.sofifa.org/xs/16/teams/45.png,€10.5M,€120K,1784
51,121944,B. Schweinsteiger,30,https://cdn.sofifa.org/sm/16/players/121944.png,Germany,https://cdn.sofifa.org/flags/21.png,85,85,Manchester United,https://cdn.sofifa.org/xs/16/teams/11.png,€29.5M,€170K,2234
52,54050,W. Rooney,29,https://cdn.sofifa.org/sm/16/players/54050.png,England,https://cdn.sofifa.org/flags/14.png,85,85,Manchester United,https://cdn.sofifa.org/xs/16/teams/11.png,€32.5M,€170K,2198
53,20289,Y. Touré,32,https://cdn.sofifa.org/sm/16/players/20289.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,85,85,Manchester City,https://cdn.sofifa.org/xs/16/teams/10.png,€25M,€170K,2217
54,199556,M. Verratti,22,https://cdn.sofifa.org/sm/16/players/199556.png,Italy,https://cdn.sofifa.org/flags/27.png,84,89,Paris Saint-Germain,https://cdn.sofifa.org/xs/16/teams/73.png,€38M,€140K,2147
55,197781,Isco,23,https://cdn.sofifa.org/sm/16/players/197781.png,Spain,https://cdn.sofifa.org/flags/45.png,84,88,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€38M,€170K,2018
56,194765,A. Griezmann,24,https://cdn.sofifa.org/sm/16/players/194765.png,France,https://cdn.sofifa.org/flags/18.png,84,88,Atlético Madrid,https://cdn.sofifa.org/xs/16/teams/240.png,€39M,€170K,2058
57,192366,N. Otamendi,27,https://cdn.sofifa.org/sm/16/players/192366.png,Argentina,https://cdn.sofifa.org/flags/52.png,84,84,Manchester City,https://cdn.sofifa.org/xs/16/teams/10.png,€24M,€180K,1915
58,192318,M. Götze,23,https://cdn.sofifa.org/sm/16/players/192318.png,Germany,https://cdn.sofifa.org/flags/21.png,84,88,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€38M,€170K,1971
59,191180,J. Pastore,26,https://cdn.sofifa.org/sm/16/players/191180.png,Argentina,https://cdn.sofifa.org/flags/52.png,84,85,Paris Saint-Germain,https://cdn.sofifa.org/xs/16/teams/73.png,€32.5M,€180K,2102
60,189362,Hulk,28,https://cdn.sofifa.org/sm/16/players/189362.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,,https://cdn.sofifa.org/flags/54.png,€0,€0,2140
61,189332,Jordi Alba,26,https://cdn.sofifa.org/sm/16/players/189332.png,Spain,https://cdn.sofifa.org/flags/45.png,84,85,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€27M,€180K,2201
62,189242,Coutinho,23,https://cdn.sofifa.org/sm/16/players/189242.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,88,Liverpool,https://cdn.sofifa.org/xs/16/teams/9.png,€38M,€170K,1967
63,188567,P. Aubameyang,26,https://cdn.sofifa.org/sm/16/players/188567.png,Gabon,https://cdn.sofifa.org/flags/115.png,84,85,Borussia Dortmund,https://cdn.sofifa.org/xs/16/teams/22.png,€34.5M,€190K,2067
64,186942,I. Gündoğan,24,https://cdn.sofifa.org/sm/16/players/186942.png,Germany,https://cdn.sofifa.org/flags/21.png,84,87,Borussia Dortmund,https://cdn.sofifa.org/xs/16/teams/22.png,€36M,€160K,2159
65,180206,M. Pjanić,25,https://cdn.sofifa.org/sm/16/players/180206.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,84,86,Roma,https://cdn.sofifa.org/xs/16/teams/52.png,€34M,€140K,2140
66,177610,Javi Martinez,26,https://cdn.sofifa.org/sm/16/players/177610.png,Spain,https://cdn.sofifa.org/flags/45.png,84,85,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€27.5M,€180K,1967
67,173210,C. Marchisio,29,https://cdn.sofifa.org/sm/16/players/173210.png,Italy,https://cdn.sofifa.org/flags/27.png,84,84,Juventus,https://cdn.sofifa.org/xs/16/teams/45.png,€26.5M,€150K,2216
68,171919,Naldo,32,https://cdn.sofifa.org/sm/16/players/171919.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,VfL Wolfsburg,https://cdn.sofifa.org/xs/16/teams/175.png,€17M,€130K,2002
69,170890,B. Matuidi,28,https://cdn.sofifa.org/sm/16/players/170890.png,France,https://cdn.sofifa.org/flags/18.png,84,84,Paris Saint-Germain,https://cdn.sofifa.org/xs/16/teams/73.png,€23M,€180K,2161
70,165229,L. Koscielny,29,https://cdn.sofifa.org/sm/16/players/165229.png,France,https://cdn.sofifa.org/flags/18.png,84,84,Arsenal,https://cdn.sofifa.org/xs/16/teams/1.png,€22M,€150K,1868
71,162835,S. Handanovič,30,https://cdn.sofifa.org/sm/16/players/162835.png,Slovenia,https://cdn.sofifa.org/flags/44.png,84,84,Inter,https://cdn.sofifa.org/xs/16/teams/44.png,€24M,€120K,1258
72,150724,J. Hart,28,https://cdn.sofifa.org/sm/16/players/150724.png,England,https://cdn.sofifa.org/flags/14.png,84,84,Manchester City,https://cdn.sofifa.org/xs/16/teams/10.png,€25M,€180K,1353
73,146530,Dani Alves,32,https://cdn.sofifa.org/sm/16/players/146530.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€16M,€170K,2196
74,120533,Pepe,32,https://cdn.sofifa.org/sm/16/players/120533.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,84,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€17M,€150K,1860
75,45197,Xabi Alonso,33,https://cdn.sofifa.org/sm/16/players/45197.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€13M,€140K,2082
76,13732,J. Terry,34,https://cdn.sofifa.org/sm/16/players/13732.png,England,https://cdn.sofifa.org/flags/14.png,84,84,Chelsea,https://cdn.sofifa.org/xs/16/teams/5.png,€9M,€120K,1741
77,1179,G. Buffon,37,https://cdn.sofifa.org/sm/16/players/1179.png,Italy,https://cdn.sofifa.org/flags/27.png,84,84,Juventus,https://cdn.sofifa.org/xs/16/teams/45.png,€9M,€130K,1278
78,212218,A. Laporte,21,https://cdn.sofifa.org/sm/16/players/212218.png,France,https://cdn.sofifa.org/flags/18.png,83,87,Athletic Club de Bilbao,https://cdn.sofifa.org/xs/16/teams/448.png,€26M,€100K,1812
79,193747,Koke,23,https://cdn.sofifa.org/sm/16/players/193747.png,Spain,https://cdn.sofifa.org/flags/45.png,83,87,Atlético Madrid,https://cdn.sofifa.org/xs/16/teams/240.png,€30M,€140K,2090
80,193301,A. Lacazette,24,https://cdn.sofifa.org/sm/16/players/193301.png,France,https://cdn.sofifa.org/flags/18.png,83,87,Olympique Lyonnais,https://cdn.sofifa.org/xs/16/teams/66.png,€31.5M,€120K,2069
81,192774,K. Manolas,24,https://cdn.sofifa.org/sm/16/players/192774.png,Greece,https://cdn.sofifa.org/flags/22.png,83,86,Roma,https://cdn.sofifa.org/xs/16/teams/52.png,€25.5M,€110K,1642
82,192563,B. Leno,23,https://cdn.sofifa.org/sm/16/players/192563.png,Germany,https://cdn.sofifa.org/flags/21.png,83,88,Bayer 04 Leverkusen,https://cdn.sofifa.org/xs/16/teams/32.png,€27M,€110K,1253
83,191202,N. Matić,26,https://cdn.sofifa.org/sm/16/players/191202.png,Serbia,https://cdn.sofifa.org/flags/51.png,83,83,Chelsea,https://cdn.sofifa.org/xs/16/teams/5.png,€20M,€160K,2141
84,190483,Douglas Costa,24,https://cdn.sofifa.org/sm/16/players/190483.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,86,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€29.5M,€140K,2101
85,190460,C. Eriksen,23,https://cdn.sofifa.org/sm/16/players/190460.png,Denmark,https://cdn.sofifa.org/flags/13.png,83,87,Tottenham Hotspur,https://cdn.sofifa.org/xs/16/teams/18.png,€31M,€130K,2000
86,189881,C. Smalling,25,https://cdn.sofifa.org/sm/16/players/189881.png,England,https://cdn.sofifa.org/flags/14.png,83,85,Manchester United,https://cdn.sofifa.org/xs/16/teams/11.png,€23.5M,€130K,1828
87,189509,Thiago,24,https://cdn.sofifa.org/sm/16/players/189509.png,Spain,https://cdn.sofifa.org/flags/45.png,83,87,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€30M,€140K,2139
88,189505,Pedro,27,https://cdn.sofifa.org/sm/16/players/189505.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Chelsea,https://cdn.sofifa.org/xs/16/teams/5.png,€23M,€160K,1982
89,185221,Luiz Gustavo,27,https://cdn.sofifa.org/sm/16/players/185221.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,VfL Wolfsburg,https://cdn.sofifa.org/xs/16/teams/175.png,€19M,€140K,2030
90,184431,S. Giovinco,28,https://cdn.sofifa.org/sm/16/players/184431.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Toronto FC,https://cdn.sofifa.org/xs/16/teams/111651.png,€23M,€110K,1969
91,184344,L. Bonucci,28,https://cdn.sofifa.org/sm/16/players/184344.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Juventus,https://cdn.sofifa.org/xs/16/teams/45.png,€18.5M,€150K,1944
92,184144,N. Gaitán,27,https://cdn.sofifa.org/sm/16/players/184144.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,SL Benfica,https://cdn.sofifa.org/xs/16/teams/234.png,€23M,€130K,2047
93,180403,Willian,26,https://cdn.sofifa.org/sm/16/players/180403.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,Chelsea,https://cdn.sofifa.org/xs/16/teams/5.png,€24M,€150K,2042
94,179944,David Luiz,28,https://cdn.sofifa.org/sm/16/players/179944.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,Paris Saint-Germain,https://cdn.sofifa.org/xs/16/teams/73.png,€18.5M,€170K,2117
95,179784,B. Höwedes,27,https://cdn.sofifa.org/sm/16/players/179784.png,Germany,https://cdn.sofifa.org/flags/21.png,83,83,FC Schalke 04,https://cdn.sofifa.org/xs/16/teams/34.png,€19M,€140K,1876
96,179783,R. Fährmann,26,https://cdn.sofifa.org/sm/16/players/179783.png,Germany,https://cdn.sofifa.org/flags/21.png,83,84,FC Schalke 04,https://cdn.sofifa.org/xs/16/teams/34.png,€22.5M,€130K,1185
97,178518,R. Nainggolan,27,https://cdn.sofifa.org/sm/16/players/178518.png,Belgium,https://cdn.sofifa.org/flags/7.png,83,83,Roma,https://cdn.sofifa.org/xs/16/teams/52.png,€23M,€130K,2262
98,178088,Juan Mata,27,https://cdn.sofifa.org/sm/16/players/178088.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Manchester United,https://cdn.sofifa.org/xs/16/teams/11.png,€23M,€160K,2004
99,177509,M. Benatia,28,https://cdn.sofifa.org/sm/16/players/177509.png,Morocco,https://cdn.sofifa.org/flags/129.png,83,83,FC Bayern Munich,https://cdn.sofifa.org/xs/16/teams/21.png,€18.5M,€160K,1748
100,177388,D. Payet,28,https://cdn.sofifa.org/sm/16/players/177388.png,France,https://cdn.sofifa.org/flags/18.png,83,83,West Ham United,https://cdn.sofifa.org/xs/16/teams/19.png,€22.5M,€110K,2080
101,176769,Jonas,31,https://cdn.sofifa.org/sm/16/players/176769.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,SL Benfica,https://cdn.sofifa.org/xs/16/teams/234.png,€20.5M,€120K,2032
102,176676,Marcelo,27,https://cdn.sofifa.org/sm/16/players/176676.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€18.5M,€160K,2184
103,174543,C. Bravo,32,https://cdn.sofifa.org/sm/16/players/174543.png,Chile,https://cdn.sofifa.org/flags/55.png,83,83,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€17.5M,€140K,1416
104,172879,Sokratis,27,https://cdn.sofifa.org/sm/16/players/172879.png,Greece,https://cdn.sofifa.org/flags/22.png,83,83,Borussia Dortmund,https://cdn.sofifa.org/xs/16/teams/22.png,€19M,€150K,1902
105,171833,D. Sturridge,25,https://cdn.sofifa.org/sm/16/players/171833.png,England,https://cdn.sofifa.org/flags/14.png,83,85,Liverpool,https://cdn.sofifa.org/xs/16/teams/9.png,€29M,€150K,1929
106,170481,E. Garay,28,https://cdn.sofifa.org/sm/16/players/170481.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Zenit St. Petersburg,https://cdn.sofifa.org/xs/16/teams/100769.png,€18.5M,€140K,1947
107,167628,S. Ruffier,28,https://cdn.sofifa.org/sm/16/players/167628.png,France,https://cdn.sofifa.org/flags/18.png,83,83,AS Saint-Étienne,https://cdn.sofifa.org/xs/16/teams/1819.png,€20.5M,€110K,1268
108,163705,S. Mandanda,30,https://cdn.sofifa.org/sm/16/players/163705.png,France,https://cdn.sofifa.org/flags/18.png,83,83,Olympique de Marseille,https://cdn.sofifa.org/xs/16/teams/219.png,€19M,€120K,1201
109,162347,João Moutinho,28,https://cdn.sofifa.org/sm/16/players/162347.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,AS Monaco,https://cdn.sofifa.org/xs/16/teams/69.png,€23M,€150K,2233
110,143745,A. Turan,28,https://cdn.sofifa.org/sm/16/players/143745.png,Turkey,https://cdn.sofifa.org/flags/48.png,83,83,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€22.5M,€160K,2181
111,142754,J. Mascherano,31,https://cdn.sofifa.org/sm/16/players/142754.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,FC Barcelona,https://cdn.sofifa.org/xs/16/teams/241.png,€15M,€140K,2036
112,53612,P. Mertesacker,30,https://cdn.sofifa.org/sm/16/players/53612.png,Germany,https://cdn.sofifa.org/flags/21.png,83,83,Arsenal,https://cdn.sofifa.org/xs/16/teams/1.png,€17M,€140K,1603
113,207664,C. Bacca,28,https://cdn.sofifa.org/sm/16/players/207664.png,Colombia,https://cdn.sofifa.org/flags/56.png,82,82,Milan,https://cdn.sofifa.org/xs/16/teams/47.png,€20.5M,€140K,1906
114,204963,Carvajal,23,https://cdn.sofifa.org/sm/16/players/204963.png,Spain,https://cdn.sofifa.org/flags/45.png,82,85,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€21M,€120K,2035
115,202857,K. Bellarabi,25,https://cdn.sofifa.org/sm/16/players/202857.png,Germany,https://cdn.sofifa.org/flags/21.png,82,84,Bayer 04 Leverkusen,https://cdn.sofifa.org/xs/16/teams/32.png,€23.5M,€110K,1961
116,202166,J. Draxler,21,https://cdn.sofifa.org/sm/16/players/202166.png,Germany,https://cdn.sofifa.org/flags/21.png,82,85,VfL Wolfsburg,https://cdn.sofifa.org/xs/16/teams/175.png,€26M,€100K,2002
117,202126,H. Kane,21,https://cdn.sofifa.org/sm/16/players/202126.png,England,https://cdn.sofifa.org/flags/14.png,82,88,Tottenham Hotspur,https://cdn.sofifa.org/xs/16/teams/18.png,€28M,€110K,2018
118,201942,Roberto Firmino,23,https://cdn.sofifa.org/sm/16/players/201942.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,86,Liverpool,https://cdn.sofifa.org/xs/16/teams/9.png,€26.5M,€130K,2038
119,201535,R. Varane,22,https://cdn.sofifa.org/sm/16/players/201535.png,France,https://cdn.sofifa.org/flags/18.png,82,89,Real Madrid CF,https://cdn.sofifa.org/xs/16/teams/243.png,€24.5M,€120K,1853
120,200641,Y. Konoplyanka,25,https://cdn.sofifa.org/sm/16/players/200641.png,Ukraine,https://cdn.sofifa.org/flags/49.png,82,84,Sevilla FC,https://cdn.sofifa.org/xs/16/teams/481.png,€23.5M,€110K,2002
121,200389,J. Oblak,22,https://cdn.sofifa.org/sm/16/players/200389.png,Slovenia,https://cdn.sofifa.org/flags/44.png,82,86,Atlético Madrid,https://cdn.sofifa.org/xs/16/teams/240.png,€22.5M,€110K,1276
122,199561,Nolito,28,https://cdn.sofifa.org/sm/16/players/199561.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,RC Celta de Vigo,https://cdn.sofifa.org/xs/16/teams/450.png,€20M,€110K,2024
