,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
118,192563,B. Leno,21,Germany,82,85,Bayer 04 Leverkusen,10500000.0,115000.0
119,192448,M. ter Stegen,21,Germany,82,88,Borussia Mönchengladbach,13000000.0,105000.0
120,189461,J. Wilshere,21,England,82,86,Arsenal,17500000.0,150000.0
121,189332,Jordi Alba,24,Spain,82,85,FC Barcelona,16000000.0,140000.0
122,188428,S. Doumbia,25,Ivory Coast,82,84,CSKA Moscow,22000000.0,110000.0
123,186561,A. Ramsey,22,Wales,82,85,Arsenal,19500000.0,140000.0
124,184941,A. Sánchez,24,Chile,82,88,FC Barcelona,29500000.0,155000.0
125,184144,N. Gaitán,25,Argentina,82,85,SL Benfica,19500000.0,115000.0
126,183556,N. Subotić,24,Serbia,82,84,Borussia Dortmund,13500000.0,135000.0
127,182494,F. Muslera,27,Uruguay,82,86,Galatasaray SK,7800000.0,95000.0
128,182493,D. Godín,27,Uruguay,82,84,Atlético Madrid,10500000.0,135000.0
129,179944,David Luiz,26,Brazil,82,83,Chelsea,9200000.0,140000.0
130,178224,J. Hernández,25,Mexico,82,83,Manchester United,17500000.0,125000.0
131,175943,D. Mertens,26,Belgium,82,82,Napoli,11500000.0,110000.0
132,173426,S. Mignolet,25,Belgium,82,83,Liverpool,8400000.0,125000.0
133,172879,Sokratis,25,Greece,82,84,Borussia Dortmund,13500000.0,125000.0
134,172871,J. Vertonghen,26,Belgium,82,84,Tottenham Hotspur,10000000.0,115000.0
135,172723,A. Begović,26,Bosnia Herzegovina,82,84,Stoke City,6800000.0,80000.0
136,172610,Leandro Castán,26,Brazil,82,85,Roma,11500000.0,135000.0
137,170797,N. Şahin,24,Turkey,82,84,Borussia Dortmund,16000000.0,135000.0
138,170733,Gervinho,26,Ivory Coast,82,83,Roma,13500000.0,120000.0
139,170481,E. Garay,26,Argentina,82,85,SL Benfica,11500000.0,115000.0
140,169416,C. Vela,24,Mexico,82,87,Real Sociedad,29500000.0,95000.0
141,167628,S. Ruffier,26,France,82,84,AS Saint-Étienne,6800000.0,80000.0
142,165229,L. Koscielny,27,France,82,82,Arsenal,8400000.0,120000.0
143,164169,Filipe Luís,27,Brazil,82,82,Atlético Madrid,8400000.0,110000.0
144,163711,L. Diarra,28,France,82,83,Lokomotiv Moscow,8400000.0,80000.0
145,163705,S. Mandanda,28,France,82,86,Olympique de Marseille,10500000.0,150000.0
146,163631,L. Baines,28,England,82,82,Everton,8800000.0,100000.0
147,162835,S. Handanovič,28,Slovenia,82,82,Inter,7600000.0,110000.0
148,162409,G. Rossi,26,Italy,82,84,Fiorentina,15000000.0,115000.0
149,162131,Llorente,28,Spain,82,82,Juventus,12500000.0,120000.0
150,161956,Borja Valero,28,Spain,82,84,Fiorentina,13000000.0,110000.0
151,152999,R. Palacio,31,Argentina,82,82,Inter,9400000.0,110000.0
152,150724,J. Hart,26,England,82,83,Manchester City,6200000.0,125000.0
153,146758,Soldado,28,Spain,82,82,Tottenham Hotspur,11500000.0,100000.0
154,142784,P. Zabaleta,28,Argentina,82,82,Manchester City,8400000.0,120000.0
155,139068,Nani,26,Portugal,82,82,Manchester United,9800000.0,120000.0
156,135507,Fernandinho,28,Brazil,82,83,Manchester City,11000000.0,125000.0
157,135377,Jefferson,30,Brazil,82,82,Botafogo de Futebol e Regatas,0.0,0.0
158,121933,R. Adler,28,Germany,82,85,Hamburger SV,10500000.0,90000.0
159,53612,P. Mertesacker,28,Germany,82,82,Arsenal,8400000.0,120000.0
160,49369,Fernando Torres,29,Spain,82,82,Chelsea,11000000.0,120000.0
161,48717,Júlio César,33,Brazil,82,82,Toronto FC,4200000.0,65000.0
162,45574,R. van der Vaart,30,Netherlands,82,82,Hamburger SV,10500000.0,75000.0
163,30110,D. Berbatov,32,Bulgaria,82,82,AS Monaco,8000000.0,75000.0
164,24630,José Reina,30,Spain,82,83,Napoli,6200000.0,125000.0
165,11141,M. Klose,35,Germany,82,82,Lazio,4000000.0,100000.0
166,9676,S. Eto'o,32,Cameroon,82,82,Chelsea,7600000.0,120000.0
167,1179,G. Buffon,35,Italy,82,82,Juventus,3600000.0,120000.0
170,201535,R. Varane,20,France,81,88,Real Madrid CF,15000000.0,120000.0
171,198076,A. Abdennour,23,Tunisia,81,85,AS Monaco,12000000.0,70000.0
172,196144,J. Martínez,26,Colombia,81,85,FC Porto,13500000.0,100000.0
173,195864,P. Pogba,20,France,81,90,Juventus,22000000.0,115000.0
174,192985,K. De Bruyne,22,Belgium,81,86,VfL Wolfsburg,19000000.0,100000.0
175,192620,H. Badstuber,24,Germany,81,84,FC Bayern Munich,11000000.0,115000.0
176,191202,N. Matić,24,Serbia,81,85,Chelsea,10500000.0,115000.0
177,190782,Sandro,24,Brazil,81,84,Tottenham Hotspur,10500000.0,100000.0
178,189963,W. Bony,24,Ivory Coast,81,84,Swansea City,16500000.0,70000.0
179,189712,K. Strootman,23,Netherlands,81,86,Roma,17000000.0,115000.0
180,189509,Thiago,22,Spain,81,85,FC Bayern Munich,12500000.0,120000.0
181,189358,S. Kagawa,24,Japan,81,85,Manchester United,14000000.0,120000.0
182,189242,Coutinho,21,Brazil,81,86,Liverpool,19000000.0,115000.0
183,187961,Paulinho,24,Brazil,81,85,Tottenham Hotspur,14500000.0,100000.0
185,185221,Luiz Gustavo,25,Brazil,81,83,VfL Wolfsburg,9400000.0,85000.0
186,185020,José Callejón,26,Spain,81,84,Napoli,12500000.0,110000.0
187,184943,Ramires,26,Brazil,81,82,Chelsea,5600000.0,100000.0
188,184881,S. Feghouli,23,Algeria,81,87,Valencia CF,19000000.0,115000.0
189,184111,C. Benteke,22,Belgium,81,87,Aston Villa,19000000.0,110000.0
190,183285,M. Sakho,23,France,81,85,Liverpool,11000000.0,120000.0
191,181019,Éverton Ribeiro,24,Brazil,81,83,Cruzeiro,14500000.0,60000.0
192,179784,B. Höwedes,25,Germany,81,84,FC Schalke 04,11500000.0,95000.0
193,178562,E. Banega,25,Argentina,81,84,Newell's Old Boys,14000000.0,35000.0
194,178393,A. Cerci,25,Italy,81,84,Torino,16500000.0,70000.0
195,178372,B. Ivanović,29,Serbia,81,81,Chelsea,5600000.0,95000.0
196,178005,Rui Patrício,25,Portugal,81,84,Sporting CP,7600000.0,70000.0
197,177934,S. Sam,25,Germany,81,83,Bayer 04 Leverkusen,13500000.0,85000.0
198,177458,S. Bender,24,Germany,81,84,Borussia Dortmund,10500000.0,110000.0
199,177457,L. Bender,24,Germany,81,84,Bayer 04 Leverkusen,14000000.0,100000.0
200,176769,Jonas,29,Brazil,81,81,Valencia CF,8199999.999999999,90000.0
201,174543,C. Bravo,30,Chile,81,81,Real Sociedad,4000000.0,55000.0
202,172175,K. Mirallas,25,Belgium,81,83,Everton,12500000.0,85000.0
203,168651,I. Rakitić,25,Croatia,81,84,Sevilla FC,16000000.0,110000.0
204,168609,Miranda,28,Brazil,81,82,Atlético Madrid,6600000.0,95000.0
205,167943,Y. Cabaye,27,France,81,82,Paris Saint-Germain,7600000.0,85000.0
206,167905,A. Valencia,27,Ecuador,81,81,Manchester United,7000000.0,95000.0
207,166706,M. Škrtel,28,Slovakia,81,81,Liverpool,6200000.0,95000.0
208,165580,Diego Alves,28,Brazil,81,85,Valencia CF,7600000.0,115000.0
209,164859,T. Walcott,24,England,81,85,Arsenal,14000000.0,120000.0
210,164435,M. Boussoufa,28,Morocco,81,81,Lokomotiv Moscow,8400000.0,55000.0
211,155897,C. Dempsey,30,United States,81,81,Seattle Sounders FC,7600000.0,60000.0
212,152039,D. Agger,28,Denmark,81,81,Liverpool,6000000.0,95000.0
213,150656,R. Mavuba,29,France,81,81,LOSC Lille,5000000.0,80000.0
214,146954,Gabi,29,Spain,81,81,Atlético Madrid,6800000.0,85000.0
215,139668,F. Marchetti,30,Italy,81,81,Lazio,3400000.0,75000.0
217,137262,S. Kießling,29,Germany,81,81,Bayer 04 Leverkusen,8199999.999999999,75000.0
218,135339,Fábio,32,Brazil,81,81,Cruzeiro,0.0,0.0
219,123603,H. Campagnaro,33,Argentina,81,81,Inter,3000000.0,80000.0
220,28130,Ronaldinho,33,Brazil,81,81,Clube Atlético Mineiro,4600000.0,60000.0
221,16254,T. Howard,34,United States,81,81,Everton,3000000.0,65000.0
222,8473,T. Rosický,32,Czech Republic,81,81,Arsenal,5200000.0,90000.0
223,7631,A. Cassano,30,Italy,81,81,Parma,7600000.0,80000.0
224,1238,F. Totti,36,Italy,81,81,Roma,1400000.0,85000.0
226,205525,Bernard,20,Brazil,80,86,Shakhtar Donetsk,18000000.0,80000.0
227,204525,Iñigo Martínez,22,Spain,80,86,Real Sociedad,14500000.0,80000.0
228,202166,J. Draxler,19,Germany,80,86,FC Schalke 04,15000000.0,105000.0
229,201942,Roberto Firmino,21,Brazil,80,85,TSG 1899 Hoffenheim,20000000.0,80000.0
230,199434,D. Tadić,24,Serbia,80,83,FC Twente,16500000.0,70000.0
231,193348,X. Shaqiri,21,Switzerland,80,86,FC Bayern Munich,16500000.0,120000.0
232,193130,A. Schürrle,22,Germany,80,85,Chelsea,16500000.0,115000.0
233,192505,R. Lukaku,20,Belgium,80,86,Everton,20000000.0,110000.0
234,192387,C. Immobile,23,Italy,80,86,Torino,24000000.0,80000.0
235,190813,S. El Shaarawy,20,Italy,80,88,Milan,20500000.0,120000.0
236,190584,Illarramendi,23,Spain,80,85,Real Madrid CF,17000000.0,110000.0
237,190531,E. Mangala,22,France,80,86,FC Porto,13500000.0,105000.0
238,188943,K. Trapp,22,Germany,80,84,Eintracht Frankfurt,7200000.0,70000.0
239,188791,A. Costa,28,Argentina,80,83,Spartak Moscow,10500000.0,95000.0
240,188567,P. Aubameyang,24,Gabon,80,83,Borussia Dortmund,14500000.0,110000.0
241,187735,A. Dzagoev,23,Russia,80,84,CSKA Moscow,16500000.0,100000.0
242,186832,K. Asamoah,24,Ghana,80,85,Juventus,17500000.0,115000.0
243,186153,W. Szczęsny,23,Poland,80,83,Arsenal,8000000.0,110000.0
244,184312,J. Biabiany,25,France,80,84,Parma,16500000.0,100000.0
245,184120,Bruno,29,Spain,80,80,Villarreal CF,5200000.0,55000.0
246,183666,Roberto,27,Spain,80,83,Olympiakos CFP,5600000.0,65000.0
247,183280,A. Rami,27,France,80,84,Milan,8800000.0,115000.0
248,179875,D. N'Doye,28,Senegal,80,80,Lokomotiv Moscow,8800000.0,55000.0
249,179752,O. Cardozo,30,Paraguay,80,80,SL Benfica,7200000.0,80000.0
250,179527,L. Rémy,26,France,80,81,Newcastle United,9600000.0,85000.0
251,178518,R. Nainggolan,25,Belgium,80,82,Roma,12000000.0,100000.0
253,177413,A. Witsel,24,Belgium,80,85,Zenit St. Petersburg,18000000.0,100000.0
254,177326,M. Valbuena,28,France,80,80,Olympique de Marseille,8800000.0,95000.0
255,177134,D. Ba,28,Senegal,80,80,Chelsea,8000000.0,90000.0
256,176944,M. Fellaini,25,Belgium,80,82,Manchester United,8400000.0,110000.0
257,176266,Lucas Leiva,26,Brazil,80,82,Liverpool,6200000.0,110000.0
258,173909,K. Boateng,26,Ghana,80,84,FC Schalke 04,10500000.0,105000.0
259,171919,Naldo,30,Brazil,80,80,VfL Wolfsburg,5200000.0,80000.0
260,170664,C. Rodríguez,27,Uruguay,80,81,Atlético Madrid,7600000.0,95000.0
261,170369,G. dos Santos,24,Mexico,80,83,Villarreal CF,16500000.0,70000.0
262,170368,E. Lamela,21,Argentina,80,85,Tottenham Hotspur,18000000.0,100000.0
263,169051,F. Guarín,27,Colombia,80,84,Inter,10000000.0,115000.0
264,167431,G. Castro,26,Germany,80,82,Bayer 04 Leverkusen,9200000.0,85000.0
265,165526,G. Paletta,27,Italy,80,83,Parma,8400000.0,95000.0
266,164876,Michu,27,Spain,80,80,Swansea City,8400000.0,55000.0
267,164468,G. Cahill,27,England,80,80,Chelsea,6000000.0,90000.0
268,163419,B. Sagna,30,France,80,80,Arsenal,5200000.0,95000.0
269,162369,V. Ibišević,28,Bosnia Herzegovina,80,80,VfB Stuttgart,8800000.0,55000.0
270,162240,M. Dembélé,25,Belgium,80,82,Tottenham Hotspur,11500000.0,95000.0
271,159287,R. Montolivo,28,Italy,80,84,Milan,8000000.0,120000.0
272,158626,M. Debuchy,27,France,80,80,Newcastle United,6000000.0,80000.0
273,157481,Raúl Albiol,27,Spain,80,82,Napoli,7200000.0,100000.0
274,155887,M. Bradley,25,United States,80,82,Toronto FC,12000000.0,65000.0
275,152554,G. Clichy,27,France,80,80,Manchester City,5600000.0,95000.0
276,148711,Luisão,32,Brazil,80,80,SL Benfica,3800000.0,75000.0
278,147782,I. Denisov,29,Russia,80,80,Dinamo Moscow,5000000.0,75000.0
279,146482,Xabi Prieto,29,Spain,80,80,Real Sociedad,8199999.999999999,55000.0
280,144622,Raffael,28,Brazil,80,80,Borussia Mönchengladbach,8800000.0,55000.0
281,139997,D. Srna,31,Croatia,80,80,Shakhtar Donetsk,4600000.0,60000.0
282,139094,Helton,35,Brazil,80,80,FC Porto,2200000.0,65000.0
283,138703,A. D'Alessandro,32,Argentina,80,80,Sport Club Internacional,5800000.0,55000.0
284,138412,J. Milner,27,England,80,80,Manchester City,7000000.0,90000.0
285,137677,M. Vorm,29,Netherlands,80,81,Swansea City,4400000.0,60000.0
286,135460,Alex,35,Brazil,80,80,Coritiba Foot Ball Club,0.0,0.0
287,135455,Maicon,31,Brazil,80,80,Roma,4600000.0,95000.0
288,120274,A. Di Natale,35,Italy,80,80,Udinese,2800000.0,70000.0
289,116494,C. Carrasso,31,France,80,80,Girondins de Bordeaux,4000000.0,75000.0
290,115533,D. Benaglio,29,Switzerland,80,80,VfL Wolfsburg,4000000.0,80000.0
291,53914,P. Jagielka,30,England,80,80,Everton,5200000.0,75000.0
292,53050,E. Adebayor,29,Togo,80,80,Tottenham Hotspur,8199999.999999999,80000.0
293,52091,P. Evra,32,France,80,80,Manchester United,3800000.0,95000.0
294,50542,J. Defoe,30,England,80,80,Toronto FC,7200000.0,55000.0
295,50327,S. Pienaar,31,South Africa,80,80,Everton,5600000.0,75000.0
296,48745,F. Coloccini,31,Argentina,80,80,Newcastle United,4600000.0,80000.0
297,45119,Mikel Arteta,31,Spain,80,80,Arsenal,4200000.0,95000.0
298,23461,W. Samuel,35,Argentina,80,80,Inter,2000000.0,80000.0
299,21146,M. Carrick,31,England,80,80,Manchester United,5600000.0,95000.0
300,20775,Quaresma,29,Portugal,80,80,FC Porto,8199999.999999999,75000.0
301,6826,G. Barry,32,England,80,80,Everton,3600000.0,75000.0
302,5471,F. Lampard,35,England,80,80,Chelsea,2400000.0,85000.0
303,4667,M. De Sanctis,36,Italy,80,80,Roma,2200000.0,80000.0
304,4098,Tiago,32,Portugal,80,80,Atlético Madrid,4800000.0,95000.0
305,206407,João Pereira,29,Portugal,79,79,Valencia CF,3800000.0,95000.0
306,202652,R. Sterling,18,England,79,85,Liverpool,12000000.0,95000.0
307,200752,Juan Jesus,22,Brazil,79,84,Inter,9000000.0,110000.0
308,200610,K. Volland,20,Germany,79,84,TSG 1899 Hoffenheim,12000000.0,80000.0
309,200315,Cristian Tello,21,Spain,79,83,FC Barcelona,10000000.0,110000.0
310,199556,M. Verratti,20,Italy,79,86,Paris Saint-Germain,13000000.0,105000.0
311,198329,Rodrigo,22,Spain,79,85,SL Benfica,14000000.0,100000.0
312,198219,L. Insigne,22,Italy,79,84,Napoli,13500000.0,110000.0
313,196432,E. Pérez,27,Argentina,79,81,SL Benfica,6000000.0,85000.0
314,195086,D. Lovren,23,Croatia,79,82,Southampton,8600000.0,70000.0
315,194957,P. Jones,21,England,79,84,Manchester United,9000000.0,115000.0
316,193352,R. Rodriguez,20,Switzerland,79,84,VfL Wolfsburg,10000000.0,95000.0
317,193116,M. Gonalons,24,France,79,82,Olympique Lyonnais,7200000.0,110000.0
318,192615,M. Baša,30,Montenegro,79,79,LOSC Lille,3600000.0,70000.0
319,192568,Dedé,24,Brazil,79,82,Cruzeiro,7800000.0,70000.0
320,192366,N. Otamendi,25,Argentina,79,83,Clube Atlético Mineiro,7400000.0,80000.0
321,191740,Ander Herrera,23,Spain,79,84,Athletic Club de Bilbao,13000000.0,100000.0
322,191180,J. Pastore,24,Argentina,79,85,Paris Saint-Germain,11500000.0,110000.0
323,191043,Alex Sandro,22,Brazil,79,84,FC Porto,9400000.0,100000.0
324,190972,E. Salvio,22,Argentina,79,84,SL Benfica,11500000.0,100000.0
325,190483,Douglas Costa,22,Brazil,79,84,Shakhtar Donetsk,13500000.0,70000.0
326,189690,Guaita,26,Spain,79,84,Valencia CF,4200000.0,115000.0
327,189125,G. Bonaventura,23,Italy,79,85,Atalanta,13000000.0,85000.0
328,188829,N. Nkoulou,23,Cameroon,79,85,Olympique de Marseille,10500000.0,120000.0
329,188427,S. Lulić,27,Bosnia Herzegovina,79,83,Lazio,7400000.0,100000.0
330,188105,Réver,28,Brazil,79,82,Clube Atlético Mineiro,6000000.0,70000.0
331,187084,M. Diouf,25,Senegal,79,81,Hannover 96,9400000.0,65000.0
332,186789,Victor,30,Brazil,79,80,Clube Atlético Mineiro,2600000.0,60000.0
333,186581,K. Honda,27,Japan,79,84,Milan,8800000.0,120000.0
334,186569,S. Ulreich,24,Germany,79,82,VfB Stuttgart,5200000.0,70000.0
335,185239,O. Toprak,23,Turkey,79,82,Bayer 04 Leverkusen,8199999.999999999,95000.0
336,184432,Azpilicueta,23,Spain,79,82,Chelsea,8199999.999999999,110000.0
337,184344,L. Bonucci,26,Italy,79,84,Juventus,7200000.0,115000.0
338,184134,Fernando,25,Brazil,79,83,FC Porto,7200000.0,100000.0
339,183284,A. Chedjou,28,Cameroon,79,81,Galatasaray SK,5000000.0,65000.0
340,183187,V. Stocker,24,Switzerland,79,83,FC Basel,10000000.0,80000.0
341,182495,M. Cáceres,26,Uruguay,79,86,Juventus,7800000.0,120000.0
342,181786,V. Ćorluka,27,Croatia,79,80,Lokomotiv Moscow,4600000.0,60000.0
