,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
133,148119,I. Akinfeev,28,Russia,82,82,CSKA Moscow,15500000.0,125000.0
134,146954,Gabi,30,Spain,82,82,Atlético Madrid,13500000.0,125000.0
135,146536,Jesús Navas,28,Spain,82,82,Manchester City,15500000.0,155000.0
136,139068,Nani,27,Portugal,82,82,Sporting CP,16500000.0,105000.0
137,112253,J. Toulalan,30,France,82,82,AS Monaco,10500000.0,80000.0
138,53612,P. Mertesacker,29,Germany,82,82,Arsenal,12500000.0,125000.0
139,48717,Júlio César,34,Brazil,82,82,SL Benfica,10500000.0,75000.0
140,20800,Danny,30,Portugal,82,82,Zenit St. Petersburg,13000000.0,105000.0
141,13743,S. Gerrard,34,England,82,82,Liverpool,3900000.0,120000.0
142,2196,R. Weidenfeller,33,Germany,82,82,Borussia Dortmund,11500000.0,100000.0
143,207664,C. Bacca,27,Colombia,81,81,Sevilla FC,13000000.0,100000.0
144,202652,R. Sterling,19,England,81,87,Liverpool,10000000.0,100000.0
145,201942,Roberto Firmino,22,Brazil,81,85,TSG 1899 Hoffenheim,10500000.0,65000.0
146,201535,R. Varane,21,France,81,88,Real Madrid CF,8000000.0,95000.0
147,199434,D. Tadić,25,Serbia,81,82,Southampton,12000000.0,65000.0
148,196432,E. Pérez,28,Argentina,81,81,Valencia CF,11000000.0,90000.0
149,193352,R. Rodriguez,21,Switzerland,81,86,VfL Wolfsburg,8000000.0,65000.0
150,193130,A. Schürrle,23,Germany,81,84,VfL Wolfsburg,10500000.0,90000.0
151,193082,J. Cuadrado,26,Colombia,81,83,Chelsea,14000000.0,135000.0
152,191180,J. Pastore,25,Argentina,81,86,Paris Saint-Germain,12000000.0,105000.0
153,189963,W. Bony,25,Ivory Coast,81,84,Manchester City,13500000.0,105000.0
154,189712,K. Strootman,24,Netherlands,81,85,Roma,12000000.0,75000.0
155,189513,Parejo,25,Spain,81,86,Valencia CF,12000000.0,75000.0
156,189461,J. Wilshere,22,England,81,84,Arsenal,9500000.0,95000.0
157,189332,Jordi Alba,25,Spain,81,85,FC Barcelona,11000000.0,105000.0
158,188567,P. Aubameyang,25,Gabon,81,83,Borussia Dortmund,13500000.0,105000.0
159,186627,M. Balotelli,23,Italy,81,84,Liverpool,12000000.0,130000.0
160,185221,Luiz Gustavo,26,Brazil,81,82,VfL Wolfsburg,10500000.0,100000.0
161,184943,Ramires,27,Brazil,81,81,Chelsea,10000000.0,120000.0
162,184881,S. Feghouli,24,Algeria,81,85,Valencia CF,12000000.0,80000.0
163,184432,Azpilicueta,24,Spain,81,83,Chelsea,10500000.0,95000.0
164,183556,N. Subotić,25,Serbia,81,83,Borussia Dortmund,11000000.0,105000.0
165,181820,S. Jovetić,24,Montenegro,81,84,Manchester City,13000000.0,105000.0
166,178518,R. Nainggolan,26,Belgium,81,85,Roma,12500000.0,90000.0
167,178372,B. Ivanović,30,Serbia,81,81,Chelsea,8000000.0,100000.0
168,178224,J. Hernández,26,Mexico,81,83,Real Madrid CF,14000000.0,130000.0
169,177458,S. Bender,25,Germany,81,83,Borussia Dortmund,10500000.0,95000.0
170,177457,L. Bender,25,Germany,81,83,Bayer 04 Leverkusen,12000000.0,85000.0
171,177326,M. Valbuena,29,France,81,81,Dinamo Moscow,11500000.0,95000.0
172,172610,Leandro Castán,27,Brazil,81,81,Roma,10500000.0,90000.0
173,171919,Naldo,31,Brazil,81,81,VfL Wolfsburg,7500000.0,80000.0
174,170797,N. Şahin,25,Turkey,81,83,Borussia Dortmund,12000000.0,105000.0
175,170733,Gervinho,27,Ivory Coast,81,83,Roma,12000000.0,110000.0
176,170369,G. dos Santos,25,Mexico,81,84,Villarreal CF,13500000.0,80000.0
177,164859,T. Walcott,25,England,81,83,Arsenal,12000000.0,110000.0
178,164468,G. Cahill,28,England,81,81,Chelsea,9500000.0,110000.0
179,164435,M. Boussoufa,29,Morocco,81,81,Lokomotiv Moscow,11500000.0,70000.0
180,164169,Filipe Luís,28,Brazil,81,81,Chelsea,9500000.0,110000.0
181,163631,L. Baines,29,England,81,81,Everton,9000000.0,80000.0
182,161956,Borja Valero,29,Spain,81,81,Fiorentina,10500000.0,70000.0
183,155897,C. Dempsey,31,United States,81,81,Seattle Sounders FC,10000000.0,75000.0
184,152039,D. Agger,29,Denmark,81,81,Brøndby IF,9000000.0,65000.0
185,146748,Diego López,32,Spain,81,81,Milan,9000000.0,100000.0
186,139968,V. Enyeama,31,Nigeria,81,81,LOSC Lille,10000000.0,55000.0
187,135507,Fernandinho,29,Brazil,81,81,Manchester City,10500000.0,100000.0
188,49370,T. Motta,31,Italy,81,81,Paris Saint-Germain,6500000.0,100000.0
189,31432,D. Drogba,36,Ivory Coast,81,81,Chelsea,1300000.0,90000.0
190,30110,D. Berbatov,33,Bulgaria,81,81,AS Monaco,7500000.0,55000.0
191,24630,José Reina,31,Spain,81,81,FC Bayern Munich,10000000.0,95000.0
192,9676,S. Eto'o,33,Cameroon,81,81,Sampdoria,7500000.0,55000.0
193,212218,A. Laporte,20,France,80,87,Athletic Club de Bilbao,8000000.0,60000.0
195,207865,Marquinhos,20,Brazil,80,87,Paris Saint-Germain,8000000.0,80000.0
196,205525,Bernard,21,Brazil,80,86,Shakhtar Donetsk,10500000.0,65000.0
197,202166,J. Draxler,20,Germany,80,85,FC Schalke 04,9500000.0,65000.0
198,200454,Paco Alcácer,20,Spain,80,86,Valencia CF,10500000.0,55000.0
199,199987,J. Cillessen,25,Netherlands,80,84,Ajax,11000000.0,60000.0
200,198329,Rodrigo,23,Spain,80,86,Valencia CF,12000000.0,85000.0
201,193532,G. Medel,26,Chile,80,82,Inter,10500000.0,110000.0
202,193348,X. Shaqiri,22,Switzerland,80,84,Inter,9500000.0,90000.0
203,193116,M. Gonalons,25,France,80,84,Olympique Lyonnais,10500000.0,75000.0
204,192883,H. Mkhitaryan,25,Armenia,80,84,Borussia Dortmund,13500000.0,110000.0
205,192620,H. Badstuber,25,Germany,80,84,FC Bayern Munich,11000000.0,105000.0
206,192505,R. Lukaku,21,Belgium,80,86,Everton,10500000.0,85000.0
207,192387,C. Immobile,24,Italy,80,84,Borussia Dortmund,13000000.0,105000.0
208,191032,G. Töre,22,Turkey,80,85,Beşiktaş JK,10500000.0,45000.0
209,190547,K. Glik,26,Poland,80,82,Torino,11000000.0,60000.0
210,190483,Douglas Costa,23,Brazil,80,84,Shakhtar Donetsk,12000000.0,55000.0
211,189574,Iturraspe,25,Spain,80,83,Athletic Club de Bilbao,10500000.0,75000.0
212,189509,Thiago,23,Spain,80,84,FC Bayern Munich,10500000.0,105000.0
213,188943,K. Trapp,23,Germany,80,84,Eintracht Frankfurt,9500000.0,60000.0
214,188829,N. Nkoulou,24,Cameroon,80,83,Olympique de Marseille,10500000.0,85000.0
215,188253,J. McCarthy,23,Republic of Ireland,80,83,Everton,8500000.0,75000.0
216,188081,Alex Teixeira,24,Brazil,80,82,Shakhtar Donetsk,13000000.0,55000.0
217,188005,Camacho,24,Spain,80,83,Málaga CF,10000000.0,45000.0
218,187961,Paulinho,25,Brazil,80,83,Tottenham Hotspur,12000000.0,85000.0
219,186953,O. Kıvrak,26,Turkey,80,82,Trabzonspor,11500000.0,75000.0
220,186547,M. Musacchio,23,Argentina,80,86,Villarreal CF,9000000.0,45000.0
221,185020,José Callejón,27,Spain,80,82,Napoli,13000000.0,100000.0
222,184344,L. Bonucci,27,Italy,80,82,Juventus,10500000.0,110000.0
223,184111,C. Benteke,23,Belgium,80,85,Aston Villa,12000000.0,80000.0
224,183899,P. Piatti,25,Argentina,80,84,Valencia CF,12000000.0,85000.0
225,183285,M. Sakho,24,France,80,83,Liverpool,10500000.0,105000.0
226,182629,Beto,32,Portugal,80,80,Sevilla FC,9000000.0,70000.0
227,180819,A. Lallana,26,England,80,81,Liverpool,14000000.0,125000.0
228,180216,S. Coleman,25,Republic of Ireland,80,82,Everton,11000000.0,75000.0
229,179752,O. Cardozo,31,Paraguay,80,80,Trabzonspor,10000000.0,75000.0
230,179527,L. Rémy,27,France,80,80,Chelsea,13000000.0,130000.0
231,178562,E. Banega,26,Argentina,80,85,Sevilla FC,12500000.0,90000.0
232,178005,Rui Patrício,26,Portugal,80,84,Sporting CP,11500000.0,75000.0
233,177683,Y. Sommer,25,Switzerland,80,83,Borussia Mönchengladbach,11000000.0,60000.0
234,177644,Kiko Casilla,27,Spain,80,80,RCD Espanyol,10500000.0,75000.0
235,177413,A. Witsel,25,Belgium,80,85,Zenit St. Petersburg,12000000.0,75000.0
236,177388,D. Payet,27,France,80,81,Olympique de Marseille,13000000.0,110000.0
237,177358,M. Schneiderlin,24,France,80,84,Southampton,10000000.0,60000.0
238,176769,Jonas,30,Brazil,80,80,SL Benfica,10500000.0,80000.0
239,173909,K. Boateng,27,Ghana,80,82,FC Schalke 04,12000000.0,100000.0
240,172175,K. Mirallas,26,Belgium,80,80,Everton,12500000.0,95000.0
241,167943,Y. Cabaye,28,France,80,80,Paris Saint-Germain,11000000.0,120000.0
242,167905,A. Valencia,28,Ecuador,80,80,Manchester United,11000000.0,125000.0
243,167431,G. Castro,27,Germany,80,82,Bayer 04 Leverkusen,12000000.0,90000.0
244,166706,M. Škrtel,29,Slovakia,80,80,Liverpool,9000000.0,100000.0
245,163419,B. Sagna,31,France,80,80,Manchester City,7500000.0,100000.0
246,162131,Llorente,29,Spain,80,80,Juventus,11500000.0,110000.0
247,159147,L. Perrin,28,France,80,81,AS Saint-Étienne,9500000.0,75000.0
248,159065,E. Lavezzi,29,Argentina,80,80,Paris Saint-Germain,10000000.0,110000.0
249,158626,M. Debuchy,28,France,80,80,Arsenal,9500000.0,120000.0
250,157503,A. Song,26,Cameroon,80,80,West Ham United,10500000.0,85000.0
251,157481,Raúl Albiol,28,Spain,80,80,Napoli,9500000.0,90000.0
252,153244,A. Gignac,28,France,80,80,Olympique de Marseille,12000000.0,110000.0
253,152999,R. Palacio,32,Argentina,80,80,Inter,9000000.0,105000.0
254,150656,R. Mavuba,30,France,80,80,LOSC Lille,7500000.0,65000.0
255,150418,M. Gomez,28,Germany,80,80,Fiorentina,12000000.0,110000.0
256,148711,Luisão,33,Brazil,80,80,SL Benfica,4900000.0,50000.0
257,147782,I. Denisov,30,Russia,80,80,Dinamo Moscow,7500000.0,70000.0
258,146758,Soldado,29,Spain,80,80,Tottenham Hotspur,11500000.0,90000.0
259,143632,V. Demirel,32,Turkey,80,80,Fenerbahçe SK,9000000.0,55000.0
260,137262,S. Kießling,30,Germany,80,80,Bayer 04 Leverkusen,10500000.0,80000.0
261,136138,Diego,29,Brazil,80,80,Fenerbahçe SK,11500000.0,80000.0
262,136130,Alex,32,Brazil,80,80,Milan,6500000.0,100000.0
263,135475,Felipe Melo,31,Brazil,80,80,Galatasaray SK,6500000.0,65000.0
264,135455,Maicon,32,Brazil,80,80,Roma,6500000.0,80000.0
265,116494,C. Carrasso,32,France,80,80,Girondins de Bordeaux,9000000.0,65000.0
266,115533,D. Benaglio,30,Switzerland,80,80,VfL Wolfsburg,10500000.0,80000.0
267,112316,J. Mathieu,30,France,80,80,FC Barcelona,8000000.0,95000.0
268,110677,Moyá,30,Spain,80,80,Atlético Madrid,10500000.0,80000.0
269,106231,Aduriz,33,Spain,80,80,Athletic Club de Bilbao,7500000.0,60000.0
270,50542,J. Defoe,31,England,80,80,Sunderland,10000000.0,65000.0
271,49369,Fernando Torres,30,Spain,80,80,Atlético Madrid,10500000.0,110000.0
272,48745,F. Coloccini,32,Argentina,80,80,Newcastle United,6500000.0,80000.0
273,20775,Quaresma,30,Portugal,80,80,FC Porto,10500000.0,80000.0
274,11141,M. Klose,36,Germany,80,80,Lazio,1300000.0,80000.0
275,8473,T. Rosický,33,Czech Republic,80,80,Arsenal,7500000.0,85000.0
276,6826,G. Barry,33,England,80,80,Everton,4300000.0,50000.0
277,4098,Tiago,33,Portugal,80,80,Atlético Madrid,6500000.0,80000.0
278,1238,F. Totti,37,Italy,80,80,Roma,1200000.0,70000.0
279,207566,William Carvalho,22,Portugal,79,86,Sporting CP,5000000.0,50000.0
280,204963,Carvajal,22,Spain,79,83,Real Madrid CF,5500000.0,85000.0
281,204525,Iñigo Martínez,23,Spain,79,83,Real Sociedad,6500000.0,60000.0
282,202857,K. Bellarabi,24,Germany,79,82,Bayer 04 Leverkusen,8000000.0,65000.0
283,202556,M. Depay,20,Netherlands,79,88,PSV,6500000.0,55000.0
284,201862,M. Rojo,24,Argentina,79,82,Manchester United,7500000.0,105000.0
285,200610,K. Volland,21,Germany,79,84,TSG 1899 Hoffenheim,6500000.0,55000.0
286,199561,Nolito,27,Spain,79,79,RC Celta de Vigo,8000000.0,70000.0
287,199503,G. Xhaka,21,Switzerland,79,84,Borussia Mönchengladbach,6500000.0,50000.0
288,199482,A. Lopes,23,Portugal,79,84,Olympique Lyonnais,6500000.0,60000.0
289,199304,Danilo,22,Brazil,79,84,FC Porto,5500000.0,65000.0
290,198219,L. Insigne,23,Italy,79,85,Napoli,8000000.0,85000.0
291,198176,S. de Vrij,22,Netherlands,79,84,Lazio,5500000.0,75000.0
292,197242,G. Krychowiak,24,Poland,79,83,Sevilla FC,7000000.0,60000.0
293,196150,T. Gutiérrez,29,Colombia,79,79,River Plate,8000000.0,65000.0
294,195086,D. Lovren,24,Croatia,79,81,Liverpool,7500000.0,95000.0
295,194957,P. Jones,22,England,79,84,Manchester United,5500000.0,85000.0
296,193476,R. Cabella,24,France,79,85,Newcastle United,9000000.0,85000.0
297,193061,R. Pereyra,23,Argentina,79,85,Juventus,7500000.0,80000.0
298,193041,K. Navas,27,Costa Rica,79,79,Real Madrid CF,7500000.0,120000.0
299,192615,M. Baša,31,Montenegro,79,79,LOSC Lille,5000000.0,55000.0
300,191740,Ander Herrera,24,Spain,79,84,Manchester United,8000000.0,95000.0
301,190972,E. Salvio,23,Argentina,79,83,SL Benfica,7500000.0,80000.0
302,190815,D. Blind,24,Netherlands,79,83,Manchester United,7000000.0,105000.0
303,190584,Illarramendi,24,Spain,79,84,Real Madrid CF,8000000.0,95000.0
304,190531,E. Mangala,23,France,79,83,Manchester City,6500000.0,95000.0
305,190286,Canales,23,Spain,79,83,Real Sociedad,8000000.0,70000.0
306,189690,Guaita,27,Spain,79,84,Getafe CF,7500000.0,75000.0
307,189575,Muniaín,21,Spain,79,84,Athletic Club de Bilbao,6500000.0,75000.0
308,189354,Susaeta,26,Spain,79,84,Athletic Club de Bilbao,9500000.0,100000.0
309,189250,S. Rondón,24,Venezuela,79,82,Zenit St. Petersburg,9000000.0,85000.0
310,189156,Daniel Carriço,25,Portugal,79,79,Sevilla FC,7500000.0,60000.0
311,187735,A. Dzagoev,24,Russia,79,84,CSKA Moscow,9000000.0,85000.0
312,186832,K. Asamoah,25,Ghana,79,83,Juventus,8500000.0,100000.0
313,186524,F. Djordjevic,26,Serbia,79,82,Lazio,9500000.0,85000.0
314,186153,W. Szczęsny,24,Poland,79,82,Arsenal,7500000.0,95000.0
315,186148,R. Zieler,25,Germany,79,83,Hannover 96,7500000.0,60000.0
316,185239,O. Toprak,24,Turkey,79,82,Bayer 04 Leverkusen,7500000.0,75000.0
317,184312,J. Biabiany,26,France,79,81,Parma,9500000.0,85000.0
318,184267,Y. Brahimi,24,Algeria,79,85,FC Porto,8000000.0,85000.0
319,184120,Bruno,30,Spain,79,79,Villarreal CF,6500000.0,55000.0
320,183666,Roberto,28,Spain,79,80,Olympiakos CFP,7500000.0,60000.0
321,183574,M. Kruse,26,Germany,79,81,Borussia Mönchengladbach,9500000.0,90000.0
322,183569,E. Choupo-Moting,25,Cameroon,79,82,FC Schalke 04,9500000.0,85000.0
323,183284,A. Chedjou,29,Cameroon,79,80,Galatasaray SK,6000000.0,55000.0
324,182879,B. Dzsudzsák,27,Hungary,79,81,Dinamo Moscow,8000000.0,105000.0
325,182495,M. Cáceres,27,Uruguay,79,81,Juventus,7500000.0,110000.0
326,181786,V. Ćorluka,28,Croatia,79,79,Lokomotiv Moscow,6500000.0,75000.0
327,181458,I. Perišić,25,Croatia,79,82,VfL Wolfsburg,8500000.0,80000.0
328,180826,Luiz Adriano,27,Brazil,79,81,Shakhtar Donetsk,9000000.0,70000.0
329,180432,Hernanes,29,Brazil,79,79,Inter,7000000.0,100000.0
330,179875,D. N'Doye,29,Senegal,79,79,Hull City,8000000.0,65000.0
331,179783,R. Fährmann,25,Germany,79,82,FC Schalke 04,7500000.0,75000.0
332,179645,S. Kjær,25,Denmark,79,80,LOSC Lille,7500000.0,60000.0
333,178750,Sergio Asenjo,25,Spain,79,82,Villarreal CF,7500000.0,45000.0
334,178509,O. Giroud,27,France,79,79,Arsenal,9000000.0,130000.0
