,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
57,192366,N. Otamendi,27,Argentina,84,84,Manchester City,24000000.0,180000.0
58,192318,M. Götze,23,Germany,84,88,FC Bayern Munich,38000000.0,170000.0
59,191180,J. Pastore,26,Argentina,84,85,Paris Saint-Germain,32500000.0,180000.0
61,189332,Jordi Alba,26,Spain,84,85,FC Barcelona,27000000.0,180000.0
62,189242,Coutinho,23,Brazil,84,88,Liverpool,38000000.0,170000.0
63,188567,P. Aubameyang,26,Gabon,84,85,Borussia Dortmund,34500000.0,190000.0
64,186942,I. Gündoğan,24,Germany,84,87,Borussia Dortmund,36000000.0,160000.0
65,180206,M. Pjanić,25,Bosnia Herzegovina,84,86,Roma,34000000.0,140000.0
66,177610,Javi Martinez,26,Spain,84,85,FC Bayern Munich,27500000.0,180000.0
67,173210,C. Marchisio,29,Italy,84,84,Juventus,26500000.0,150000.0
68,171919,Naldo,32,Brazil,84,84,VfL Wolfsburg,17000000.0,130000.0
69,170890,B. Matuidi,28,France,84,84,Paris Saint-Germain,23000000.0,180000.0
70,165229,L. Koscielny,29,France,84,84,Arsenal,22000000.0,150000.0
71,162835,S. Handanovič,30,Slovenia,84,84,Inter,24000000.0,120000.0
72,150724,J. Hart,28,England,84,84,Manchester City,25000000.0,180000.0
73,146530,Dani Alves,32,Brazil,84,84,FC Barcelona,16000000.0,170000.0
74,120533,Pepe,32,Portugal,84,84,Real Madrid CF,17000000.0,150000.0
75,45197,Xabi Alonso,33,Spain,84,84,FC Bayern Munich,13000000.0,140000.0
76,13732,J. Terry,34,England,84,84,Chelsea,9000000.0,120000.0
77,1179,G. Buffon,37,Italy,84,84,Juventus,9000000.0,130000.0
78,212218,A. Laporte,21,France,83,87,Athletic Club de Bilbao,26000000.0,100000.0
79,193747,Koke,23,Spain,83,87,Atlético Madrid,30000000.0,140000.0
80,193301,A. Lacazette,24,France,83,87,Olympique Lyonnais,31500000.0,120000.0
81,192774,K. Manolas,24,Greece,83,86,Roma,25500000.0,110000.0
82,192563,B. Leno,23,Germany,83,88,Bayer 04 Leverkusen,27000000.0,110000.0
83,191202,N. Matić,26,Serbia,83,83,Chelsea,20000000.0,160000.0
84,190483,Douglas Costa,24,Brazil,83,86,FC Bayern Munich,29500000.0,140000.0
85,190460,C. Eriksen,23,Denmark,83,87,Tottenham Hotspur,31000000.0,130000.0
86,189881,C. Smalling,25,England,83,85,Manchester United,23500000.0,130000.0
87,189509,Thiago,24,Spain,83,87,FC Bayern Munich,30000000.0,140000.0
88,189505,Pedro,27,Spain,83,83,Chelsea,23000000.0,160000.0
89,185221,Luiz Gustavo,27,Brazil,83,83,VfL Wolfsburg,19000000.0,140000.0
90,184431,S. Giovinco,28,Italy,83,83,Toronto FC,23000000.0,110000.0
91,184344,L. Bonucci,28,Italy,83,83,Juventus,18500000.0,150000.0
92,184144,N. Gaitán,27,Argentina,83,83,SL Benfica,23000000.0,130000.0
93,180403,Willian,26,Brazil,83,83,Chelsea,24000000.0,150000.0
94,179944,David Luiz,28,Brazil,83,83,Paris Saint-Germain,18500000.0,170000.0
95,179784,B. Höwedes,27,Germany,83,83,FC Schalke 04,19000000.0,140000.0
96,179783,R. Fährmann,26,Germany,83,84,FC Schalke 04,22500000.0,130000.0
97,178518,R. Nainggolan,27,Belgium,83,83,Roma,23000000.0,130000.0
98,178088,Juan Mata,27,Spain,83,83,Manchester United,23000000.0,160000.0
99,177509,M. Benatia,28,Morocco,83,83,FC Bayern Munich,18500000.0,160000.0
100,177388,D. Payet,28,France,83,83,West Ham United,22500000.0,110000.0
101,176769,Jonas,31,Brazil,83,83,SL Benfica,20500000.0,120000.0
102,176676,Marcelo,27,Brazil,83,83,Real Madrid CF,18500000.0,160000.0
103,174543,C. Bravo,32,Chile,83,83,FC Barcelona,17500000.0,140000.0
104,172879,Sokratis,27,Greece,83,83,Borussia Dortmund,19000000.0,150000.0
105,171833,D. Sturridge,25,England,83,85,Liverpool,29000000.0,150000.0
106,170481,E. Garay,28,Argentina,83,83,Zenit St. Petersburg,18500000.0,140000.0
107,167628,S. Ruffier,28,France,83,83,AS Saint-Étienne,20500000.0,110000.0
108,163705,S. Mandanda,30,France,83,83,Olympique de Marseille,19000000.0,120000.0
109,162347,João Moutinho,28,Portugal,83,83,AS Monaco,23000000.0,150000.0
110,143745,A. Turan,28,Turkey,83,83,FC Barcelona,22500000.0,160000.0
111,142754,J. Mascherano,31,Argentina,83,83,FC Barcelona,15000000.0,140000.0
112,53612,P. Mertesacker,30,Germany,83,83,Arsenal,17000000.0,140000.0
113,207664,C. Bacca,28,Colombia,82,82,Milan,20500000.0,140000.0
114,204963,Carvajal,23,Spain,82,85,Real Madrid CF,21000000.0,120000.0
115,202857,K. Bellarabi,25,Germany,82,84,Bayer 04 Leverkusen,23500000.0,110000.0
116,202166,J. Draxler,21,Germany,82,85,VfL Wolfsburg,26000000.0,100000.0
117,202126,H. Kane,21,England,82,88,Tottenham Hotspur,28000000.0,110000.0
118,201942,Roberto Firmino,23,Brazil,82,86,Liverpool,26500000.0,130000.0
119,201535,R. Varane,22,France,82,89,Real Madrid CF,24500000.0,120000.0
120,200641,Y. Konoplyanka,25,Ukraine,82,84,Sevilla FC,23500000.0,110000.0
121,200389,J. Oblak,22,Slovenia,82,86,Atlético Madrid,22500000.0,110000.0
122,199561,Nolito,28,Spain,82,82,RC Celta de Vigo,20000000.0,110000.0
123,199503,G. Xhaka,22,Switzerland,82,86,Borussia Mönchengladbach,26000000.0,70000.0
124,199482,A. Lopes,24,Portugal,82,86,Olympique Lyonnais,22500000.0,110000.0
125,198219,L. Insigne,24,Italy,82,86,Napoli,26500000.0,110000.0
126,197242,G. Krychowiak,25,Poland,82,84,Sevilla FC,20000000.0,110000.0
127,193352,R. Rodriguez,22,Switzerland,82,86,VfL Wolfsburg,22000000.0,100000.0
128,193041,K. Navas,28,Costa Rica,82,82,Real Madrid CF,17500000.0,150000.0
129,192505,R. Lukaku,22,Belgium,82,88,Everton,28000000.0,110000.0
130,192448,M. ter Stegen,23,Germany,82,87,FC Barcelona,23000000.0,120000.0
131,192227,S. Mustafi,23,Germany,82,87,Valencia CF,23000000.0,110000.0
132,191043,Alex Sandro,24,Brazil,82,85,Juventus,21000000.0,120000.0
133,190547,K. Glik,27,Poland,82,82,Torino,16500000.0,100000.0
134,189513,Parejo,26,Spain,82,83,Valencia CF,22500000.0,120000.0
135,189358,S. Kagawa,26,Japan,82,83,Borussia Dortmund,23500000.0,160000.0
136,188943,K. Trapp,24,Germany,82,84,Paris Saint-Germain,21000000.0,120000.0
137,188152,Oscar,23,Brazil,82,86,Chelsea,26500000.0,140000.0
138,186561,A. Ramsey,24,Wales,82,85,Arsenal,25000000.0,130000.0
139,184432,Azpilicueta,25,Spain,82,84,Chelsea,19500000.0,120000.0
140,184267,Y. Brahimi,25,Algeria,82,84,FC Porto,24000000.0,110000.0
141,184087,T. Alderweireld,26,Belgium,82,83,Tottenham Hotspur,19000000.0,120000.0
142,182494,F. Muslera,29,Uruguay,82,82,Galatasaray SK,17000000.0,80000.0
143,181783,M. Mandžukić,29,Croatia,82,82,Juventus,19500000.0,140000.0
144,178509,O. Giroud,28,France,82,82,Arsenal,20500000.0,160000.0
145,178224,J. Hernández,27,Mexico,82,82,Bayer 04 Leverkusen,21000000.0,140000.0
146,177683,Y. Sommer,26,Switzerland,82,83,Borussia Mönchengladbach,19000000.0,100000.0
147,177458,S. Bender,26,Germany,82,83,Borussia Dortmund,19000000.0,140000.0
148,177457,L. Bender,26,Germany,82,83,Bayer 04 Leverkusen,19000000.0,130000.0
149,177358,M. Schneiderlin,25,France,82,84,Manchester United,20000000.0,120000.0
150,172871,J. Vertonghen,28,Belgium,82,82,Tottenham Hotspur,16000000.0,130000.0
151,172723,A. Begović,28,Bosnia Herzegovina,82,82,Chelsea,17500000.0,150000.0
152,171877,M. Hamšik,27,Slovakia,82,82,Napoli,20000000.0,130000.0
153,168435,S. Sirigu,28,Italy,82,82,Paris Saint-Germain,17500000.0,150000.0
154,167397,Falcao,29,Colombia,82,82,Chelsea,19500000.0,150000.0
155,165580,Diego Alves,30,Brazil,82,82,Valencia CF,16500000.0,110000.0
156,165239,S. Nasri,28,France,82,82,Manchester City,19000000.0,150000.0
157,164468,G. Cahill,29,England,82,82,Chelsea,15000000.0,120000.0
158,164169,Filipe Luís,29,Brazil,82,82,Atlético Madrid,14500000.0,120000.0
159,163711,L. Diarra,30,France,82,82,Olympique de Marseille,14500000.0,110000.0
160,163631,L. Baines,30,England,82,82,Everton,14000000.0,110000.0
161,161956,Borja Valero,30,Spain,82,82,Fiorentina,18500000.0,90000.0
162,161648,H. Ben Arfa,28,France,82,82,OGC Nice,20000000.0,110000.0
163,159147,L. Perrin,29,France,82,82,AS Saint-Étienne,15000000.0,80000.0
164,142784,P. Zabaleta,30,Argentina,82,82,Manchester City,14000000.0,130000.0
165,139869,W. Sneijder,31,Netherlands,82,82,Galatasaray SK,17000000.0,90000.0
166,139068,Nani,28,Portugal,82,82,Fenerbahçe SK,20000000.0,110000.0
167,112316,J. Mathieu,31,France,82,82,FC Barcelona,13000000.0,130000.0
168,112253,J. Toulalan,31,France,82,82,AS Monaco,13000000.0,110000.0
169,108080,S. Lichtsteiner,31,Switzerland,82,82,Juventus,12500000.0,130000.0
170,106231,Aduriz,34,Spain,82,82,Athletic Club de Bilbao,10500000.0,90000.0
171,53302,D. De Rossi,31,Italy,82,82,Roma,13000000.0,110000.0
172,49370,T. Motta,32,Italy,82,82,Paris Saint-Germain,11500000.0,130000.0
173,48717,Júlio César,35,Brazil,82,82,SL Benfica,11500000.0,90000.0
174,20800,Danny,31,Portugal,82,82,Zenit St. Petersburg,17000000.0,110000.0
175,5479,Casillas,34,Spain,82,82,FC Porto,13000000.0,100000.0
176,216460,J. Giménez,20,Uruguay,81,87,Atlético Madrid,20000000.0,80000.0
177,211110,P. Dybala,21,Argentina,81,87,Juventus,23500000.0,90000.0
178,210935,D. Berardi,20,Italy,81,86,Sassuolo,23000000.0,50000.0
179,207865,Marquinhos,21,Brazil,81,87,Paris Saint-Germain,20000000.0,90000.0
180,207566,William Carvalho,23,Portugal,81,86,Sporting CP,19500000.0,60000.0
181,204639,S. Savić,24,Montenegro,81,85,Atlético Madrid,18500000.0,90000.0
182,204485,R. Mahrez,24,Algeria,81,85,Leicester City,21500000.0,60000.0
183,202652,R. Sterling,20,England,81,87,Manchester City,23000000.0,90000.0
184,200949,Lucas,22,Brazil,81,84,Paris Saint-Germain,21500000.0,100000.0
185,200316,T. Horn,22,Germany,81,87,1. FC Köln,20000000.0,50000.0
186,199987,J. Cillessen,26,Netherlands,81,82,Ajax,16000000.0,80000.0
187,199715,Vitolo,25,Spain,81,83,Sevilla FC,20000000.0,80000.0
188,198176,S. de Vrij,23,Netherlands,81,87,Lazio,20000000.0,90000.0
189,198077,P. Herrmann,24,Germany,81,84,Borussia Mönchengladbach,21000000.0,60000.0
190,198076,A. Abdennour,25,Tunisia,81,83,Valencia CF,17000000.0,80000.0
191,198009,M. Perin,22,Italy,81,86,Genoa,19500000.0,50000.0
192,197853,S. Aurier,22,Ivory Coast,81,86,Paris Saint-Germain,19000000.0,90000.0
193,197061,J. Matip,23,Cameroon,81,83,FC Schalke 04,17500000.0,80000.0
194,193532,G. Medel,27,Chile,81,81,Inter,14000000.0,90000.0
195,193082,J. Cuadrado,27,Colombia,81,81,Juventus,16500000.0,110000.0
196,192593,D. Subašić,30,Croatia,81,81,AS Monaco,14000000.0,80000.0
197,191740,Ander Herrera,25,Spain,81,82,Manchester United,19000000.0,90000.0
198,189574,Iturraspe,26,Spain,81,82,Athletic Club de Bilbao,16000000.0,90000.0
199,189560,Iborra,27,Spain,81,81,Sevilla FC,14000000.0,90000.0
200,189461,J. Wilshere,23,England,81,84,Arsenal,21000000.0,100000.0
201,186547,M. Musacchio,24,Argentina,81,85,Villarreal CF,18500000.0,60000.0
202,185239,O. Toprak,25,Turkey,81,82,Bayer 04 Leverkusen,16500000.0,80000.0
203,185020,José Callejón,28,Spain,81,81,Napoli,16500000.0,110000.0
204,184881,S. Feghouli,25,Algeria,81,83,Valencia CF,20500000.0,90000.0
205,184392,M. Darmian,25,Italy,81,83,Manchester United,16500000.0,90000.0
206,184120,Bruno,31,Spain,81,81,Villarreal CF,14000000.0,60000.0
207,183574,M. Kruse,27,Germany,81,81,VfL Wolfsburg,17000000.0,100000.0
208,183285,M. Sakho,25,France,81,82,Liverpool,16500000.0,100000.0
209,181458,I. Perišić,26,Croatia,81,82,Inter,19000000.0,100000.0
210,180216,S. Coleman,26,Republic of Ireland,81,82,Everton,16000000.0,90000.0
211,179846,S. Khedira,28,Germany,81,81,Juventus,16000000.0,110000.0
212,178750,Sergio Asenjo,26,Spain,81,82,Villarreal CF,16000000.0,80000.0
213,178562,E. Banega,27,Argentina,81,81,Sevilla FC,17000000.0,100000.0
214,178005,Rui Patrício,27,Portugal,81,81,Sporting CP,14000000.0,80000.0
215,177635,B. Trémoulinas,29,France,81,81,Sevilla FC,12500000.0,80000.0
216,177413,A. Witsel,26,Belgium,81,82,Zenit St. Petersburg,19000000.0,100000.0
217,175943,D. Mertens,28,Belgium,81,81,Napoli,16500000.0,100000.0
218,173221,A. Candreva,28,Italy,81,81,Lazio,16500000.0,100000.0
219,171897,A. Guardado,28,Mexico,81,81,PSV,16000000.0,80000.0
220,171791,José Fonte,31,Portugal,81,81,Southampton,11000000.0,60000.0
221,171579,Raúl García,28,Spain,81,81,Athletic Club de Bilbao,16500000.0,100000.0
222,170797,N. Şahin,26,Turkey,81,82,Borussia Dortmund,19000000.0,110000.0
223,169416,C. Vela,26,Mexico,81,82,Real Sociedad,19500000.0,110000.0
224,167431,G. Castro,28,Germany,81,81,Borussia Dortmund,16000000.0,110000.0
225,166706,M. Škrtel,30,Slovakia,81,81,Liverpool,12000000.0,100000.0
226,164859,T. Walcott,26,England,81,81,Arsenal,17000000.0,110000.0
227,163824,A. Williams,30,Wales,81,81,Swansea City,12000000.0,60000.0
228,160766,J. Ménez,28,France,81,81,Milan,16500000.0,110000.0
229,158963,L. Biglia,29,Argentina,81,81,Lazio,12500000.0,80000.0
230,158121,B. Costil,27,France,81,81,Stade Rennais FC,14000000.0,80000.0
231,157481,Raúl Albiol,29,Spain,81,81,Napoli,12500000.0,80000.0
232,153244,A. Gignac,29,France,81,81,Tigres U.A.N.L.,16500000.0,70000.0
233,150418,M. Gómez,29,Germany,81,81,Beşiktaş JK,16500000.0,70000.0
234,148803,K. Huntelaar,31,Netherlands,81,81,FC Schalke 04,14500000.0,90000.0
235,146954,Gabi,31,Spain,81,81,Atlético Madrid,14000000.0,100000.0
236,146760,Juanfran,30,Spain,81,81,Atlético Madrid,11500000.0,100000.0
237,146439,Negredo,29,Spain,81,81,Valencia CF,16500000.0,90000.0
238,144622,Raffael,30,Brazil,81,81,Borussia Mönchengladbach,15500000.0,70000.0
239,142780,G. Rodríguez,31,Argentina,81,81,Fiorentina,11000000.0,60000.0
240,139968,V. Enyeama,32,Nigeria,81,81,LOSC Lille,12500000.0,60000.0
241,138449,Kaká,33,Brazil,81,81,Orlando City Soccer Club,11000000.0,50000.0
242,113422,David Villa,33,Spain,81,81,New York City Football Club,11500000.0,50000.0
243,106573,Victor Valdés,33,Spain,81,81,Manchester United,12000000.0,80000.0
244,53914,P. Jagielka,32,England,81,81,Everton,10000000.0,80000.0
245,52091,P. Evra,34,France,81,81,Juventus,4800000.0,80000.0
246,24630,José Reina,32,Spain,81,81,Napoli,12500000.0,80000.0
247,13743,S. Gerrard,35,England,81,81,LA Galaxy,5500000.0,50000.0
248,7826,R. van Persie,31,Netherlands,81,81,Fenerbahçe SK,14500000.0,80000.0
249,7763,A. Pirlo,36,Italy,81,81,New York City Football Club,1400000.0,50000.0
250,230312,Gabri Prestão,27,Brazil,80,80,Fluminense Football Club,11500000.0,70000.0
251,225508,E. Bailly,21,Ivory Coast,80,88,Villarreal CF,18500000.0,50000.0
252,217699,I. Slimani,27,Algeria,80,80,Sporting CP,15000000.0,90000.0
253,215466,N. Maksimović,23,Serbia,80,85,Torino,16500000.0,60000.0
254,213374,Aderllan Santos,26,Brazil,80,81,Valencia CF,13500000.0,90000.0
255,212814,João Mário,22,Portugal,80,86,Sporting CP,19500000.0,50000.0
256,211688,Gayà,20,Spain,80,85,Valencia CF,16000000.0,70000.0
257,211575,André Gomes,21,Portugal,80,87,Valencia CF,20000000.0,70000.0
258,210342,Lucas Lima,24,Brazil,80,82,Santos Futebol Clube,18000000.0,60000.0
259,210282,Bruno Peres,25,Brazil,80,82,Torino,14000000.0,60000.0
260,209331,M. Salah,23,Egypt,80,85,Roma,19500000.0,90000.0
261,208808,Q. Promes,23,Netherlands,80,86,Spartak Moscow,19500000.0,60000.0
262,208418,Y. Carrasco,21,Belgium,80,85,Atlético Madrid,19000000.0,80000.0
263,207471,F. Vázquez,26,Italy,80,80,Palermo,15000000.0,80000.0
264,206545,Manu Trigueros,23,Spain,80,85,Villarreal CF,19000000.0,60000.0
265,206273,O. Shatov,24,Russia,80,82,Zenit St. Petersburg,17500000.0,80000.0
266,205600,S. Umtiti,21,France,80,85,Olympique Lyonnais,16500000.0,70000.0
267,204525,Iñigo Martínez,24,Spain,80,84,Real Sociedad,16000000.0,80000.0
268,203775,L. Karius,22,Germany,80,85,1. FSV Mainz 05,16500000.0,50000.0
269,202515,Jesé,22,Spain,80,87,Real Madrid CF,20500000.0,90000.0
270,202477,Deulofeu,21,Spain,80,87,Everton,20000000.0,70000.0
271,201510,L. Kurzawa,22,France,80,88,Paris Saint-Germain,18000000.0,80000.0
272,201399,M. Icardi,22,Argentina,80,85,Inter,19500000.0,70000.0
273,201153,Morata,22,Spain,80,85,Juventus,19500000.0,90000.0
274,201024,K. Koulibaly,24,Senegal,80,83,Napoli,15500000.0,80000.0
275,200888,Danilo Pereira,23,Portugal,80,84,FC Porto,16000000.0,80000.0
276,200647,J. Iličić,27,Slovenia,80,80,Fiorentina,14500000.0,80000.0
277,200610,K. Volland,22,Germany,80,85,TSG 1899 Hoffenheim,19500000.0,60000.0
278,200454,Paco Alcácer,21,Spain,80,86,Valencia CF,20000000.0,80000.0
279,199914,Allan,24,Brazil,80,82,Napoli,17500000.0,80000.0
280,199626,André André,25,Portugal,80,82,FC Porto,17000000.0,80000.0
281,199304,Danilo,23,Brazil,80,84,Real Madrid CF,15500000.0,90000.0
282,199189,R. Barkley,21,England,80,88,Everton,21500000.0,80000.0
283,198951,C. Bakambu,24,DR Congo,80,84,Villarreal CF,19000000.0,60000.0
284,198141,Marc Bartra,24,Spain,80,83,FC Barcelona,15500000.0,90000.0
285,196934,O. Özyakup,22,Turkey,80,86,Beşiktaş JK,19500000.0,50000.0
286,194957,P. Jones,23,England,80,84,Manchester United,16000000.0,90000.0
287,193469,Víctor Ruíz,26,Spain,80,81,Villarreal CF,13500000.0,70000.0
288,193348,X. Shaqiri,23,Switzerland,80,84,Stoke City,18500000.0,60000.0
289,193116,M. Gonalons,26,France,80,81,Olympique Lyonnais,13500000.0,90000.0
290,193105,A. Aréola,22,France,80,88,Villarreal CF,18500000.0,50000.0
291,193061,R. Pereyra,24,Argentina,80,83,Juventus,18500000.0,100000.0
292,192789,Mario Gaspar,24,Spain,80,84,Villarreal CF,15500000.0,60000.0
293,192620,H. Badstuber,26,Germany,80,80,FC Bayern Munich,12000000.0,110000.0
294,192615,M. Baša,32,Montenegro,80,80,LOSC Lille,8500000.0,60000.0
295,192492,F. Orellana,29,Chile,80,80,RC Celta de Vigo,13500000.0,70000.0
296,190456,N. Clyne,24,England,80,84,Liverpool,15500000.0,90000.0
297,190149,De Marcos,26,Spain,80,81,Athletic Club de Bilbao,13500000.0,90000.0
298,189963,W. Bony,26,Ivory Coast,80,81,Manchester City,17000000.0,110000.0
299,189712,K. Strootman,25,Netherlands,80,82,Roma,17000000.0,80000.0
300,189575,Muniain,22,Spain,80,85,Athletic Club de Bilbao,19500000.0,80000.0
301,189156,Daniel Carriço,26,Portugal,80,80,Sevilla FC,12000000.0,90000.0
302,189125,G. Bonaventura,25,Italy,80,82,Milan,17000000.0,80000.0
303,189117,R. Bürki,24,Switzerland,80,83,Borussia Dortmund,15500000.0,90000.0
304,188829,N. Nkoulou,25,Cameroon,80,82,Olympique de Marseille,14500000.0,90000.0
305,188803,Taison,27,Brazil,80,80,Shakhtar Donetsk,14500000.0,80000.0
306,188253,J. McCarthy,24,Republic of Ireland,80,83,Everton,15500000.0,80000.0
307,188005,Camacho,25,Spain,80,82,Málaga CF,14500000.0,60000.0
308,187607,A. Dzyuba,26,Russia,80,80,Zenit St. Petersburg,15500000.0,100000.0
309,187347,I. Smolnikov,26,Russia,80,80,Zenit St. Petersburg,12000000.0,90000.0
310,187072,L. Stindl,26,Germany,80,80,Borussia Mönchengladbach,15000000.0,80000.0
311,186148,R. Zieler,26,Germany,80,81,Hannover 96,13500000.0,80000.0
312,185132,Mikel San José,26,Spain,80,81,Athletic Club de Bilbao,13500000.0,90000.0
313,184826,Adrien Silva,26,Portugal,80,81,Sporting CP,16000000.0,80000.0
314,184111,C. Benteke,24,Belgium,80,83,Liverpool,18500000.0,110000.0
315,183666,Roberto,29,Spain,80,80,Olympiakos CFP,12000000.0,50000.0
316,183498,M. Parolo,30,Italy,80,80,Lazio,12500000.0,80000.0
317,183284,A. Chedjou,30,Cameroon,80,80,Galatasaray SK,10000000.0,60000.0
318,182495,M. Cáceres,28,Uruguay,80,80,Juventus,11000000.0,110000.0
319,181820,S. Jovetić,25,Montenegro,80,82,Inter,17500000.0,90000.0
320,181786,V. Ćorluka,29,Croatia,80,80,Lokomotiv Moscow,10500000.0,60000.0
321,181291,G. Wijnaldum,24,Netherlands,80,84,Newcastle United,18500000.0,90000.0
322,180930,E. Džeko,29,Bosnia Herzegovina,80,80,Roma,14000000.0,90000.0
323,180819,A. Lallana,27,England,80,80,Liverpool,14500000.0,110000.0
324,180432,Hernanes,30,Brazil,80,80,Juventus,13000000.0,100000.0
325,180175,Alexandre Pato,25,Brazil,80,82,Chelsea,17500000.0,110000.0
326,179645,S. Kjær,26,Denmark,80,81,Fenerbahçe SK,13500000.0,80000.0
327,179527,L. Rémy,28,France,80,80,Chelsea,14500000.0,120000.0
328,178372,B. Ivanović,31,Serbia,80,80,Chelsea,9000000.0,100000.0
329,177644,Kiko Casilla,28,Spain,80,80,Real Madrid CF,12500000.0,110000.0
330,177604,Nacho Monreal,29,Spain,80,80,Arsenal,10500000.0,90000.0
331,177600,Beñat,28,Spain,80,80,Athletic Club de Bilbao,13500000.0,90000.0
332,177553,Vieirinha,29,Portugal,80,80,VfL Wolfsburg,13000000.0,80000.0
333,177326,M. Valbuena,30,France,80,80,Olympique Lyonnais,13000000.0,90000.0
334,176993,Bojan,24,Spain,80,83,Stoke City,18500000.0,70000.0
335,176285,W. Reid,26,New Zealand,80,80,West Ham United,12000000.0,80000.0
